sep=,
words, split_time
8929, 17189
8931, 18048
8933, 19070
8935, 17749
8937, 18049
8939, 17061
8941, 17012
8943, 17014
8945, 17025
8947, 17015
8949, 18542
8951, 17065
8953, 20061
8955, 18057
8957, 17128
8959, 18000
8961, 18012
8963, 16524
8965, 18013
8967, 18527
8969, 17130
8971, 19061
8973, 20039
8975, 18014
8977, 18013
8979, 17519
8981, 16258
8983, 18573
8985, 17057
8987, 16907
8989, 18339
8991, 17519
8993, 17067
8995, 17040
8997, 18076
8999, 16993
9001, 18518
9003, 17016
9005, 17012
9007, 18022
9009, 17534
9011, 17018
9013, 18520
9015, 17019
9017, 21153
9019, 17455
9021, 17058
9023, 18069
9025, 17162
9027, 17013
9029, 18013
9031, 19072
9033, 17050
9035, 19391
9037, 19017
9039, 18018
9041, 18447
9043, 17140
9045, 19527
9047, 19154
9049, 19024
9051, 18021
9053, 19020
9055, 19539
9057, 17131
9059, 19019
9061, 20013
9063, 18010
9065, 19831
9067, 19642
9069, 19002
9071, 21522
9073, 21017
9075, 18040
9077, 19271
9079, 19075
9081, 20049
9083, 19527
9085, 20026
9087, 20400
9089, 17545
9091, 18519
9093, 17050
9095, 17760
9097, 18628
9099, 16532
9101, 18508
9103, 19548
9105, 17001
9107, 17978
9109, 17059
9111, 17507
9113, 17853
9115, 18015
9117, 17009
9119, 18553
9121, 17878
9123, 16576
9125, 18196
9127, 17859
9129, 17529
9131, 20533
9133, 18809
9135, 19605
9137, 19040
9139, 18043
9141, 17014
9143, 19139
9145, 17531
9147, 17015
9149, 17531
9151, 18452
9153, 17013
9155, 20149
9157, 18028
9159, 17060
9161, 19068
9163, 17061
9165, 18522
9167, 17629
9169, 20016
9171, 18014
9173, 20520
9175, 20533
9177, 20017
9179, 18009
9181, 18521
9183, 18581
9185, 20016
9187, 19524
9189, 19045
9191, 20425
9193, 21006
9195, 18264
9197, 19530
9199, 18049
9201, 17067
9203, 19048
9205, 18330
9207, 17907
9209, 19017
9211, 21017
9213, 21529
9215, 25533
9217, 21059
9219, 18521
9221, 20026
9223, 23544
9225, 23017
9227, 19026
9229, 19903
9231, 19016
9233, 21154
9235, 20010
9237, 19015
9239, 19515
9241, 18013
9243, 18112
9245, 18053
9247, 18116
9249, 17145
9251, 19141
9253, 19641
9255, 17900
9257, 18021
9259, 17536
9261, 18052
9263, 19026
9265, 18524
9267, 17017
9269, 20050
9271, 18001
9273, 18015
9275, 19021
9277, 19520
9279, 18409
9281, 19016
9283, 19554
9285, 18517
9287, 20015
9289, 20011
9291, 20020
9293, 20016
9295, 19010
9297, 19014
9299, 19526
9301, 19516
9303, 19017
9305, 19520
9307, 21021
9309, 19015
9311, 20642
9313, 21016
9315, 19420
9317, 19020
9319, 19026
9321, 17507
9323, 20012
9325, 18010
9327, 17012
9329, 19243
9331, 18026
9333, 17507
9335, 18529
9337, 19012
9339, 18980
9341, 18524
9343, 19031
9345, 18004
9347, 18013
9349, 19012
9351, 18017
9353, 19836
9355, 20024
9357, 18002
9359, 21522
9361, 18531
9363, 18508
9365, 18024
9367, 19638
9369, 17013
9371, 19012
9373, 18013
9375, 18526
9377, 18902
9379, 18516
9381, 17012
9383, 19014
9385, 18541
9387, 18013
9389, 18013
9391, 19494
9393, 20027
9395, 20519
9397, 19517
9399, 18014
9401, 18012
9403, 19013
9405, 19587
9407, 17567
9409, 19017
9411, 20018
9413, 18010
9415, 18013
9417, 19036
9419, 18011
9421, 19945
9423, 18604
9425, 18012
9427, 18514
9429, 19024
9431, 18003
9433, 18850
9435, 22069
9437, 18521
9439, 22022
9441, 19016
9443, 19013
9445, 20013
9447, 18516
9449, 19952
9451, 21011
9453, 18014
9455, 19247
9457, 19016
9459, 20023
9461, 19032
9463, 18003
9465, 19516
9467, 19011
9469, 18033
9471, 20528
9473, 21018
9475, 17519
9477, 20516
9479, 19014
9481, 18014
9483, 21520
9485, 19016
9487, 18984
9489, 19517
9491, 19245
9493, 20164
9495, 22062
9497, 19034
9499, 19529
9501, 17999
9503, 20106
9505, 21037
9507, 19015
9509, 19519
9511, 20062
9513, 20013
9515, 19538
9517, 20018
9519, 20018
9521, 22943
9523, 21013
9525, 20074
9527, 22520
9529, 20034
9531, 19011
9533, 22522
9535, 20018
9537, 20525
9539, 19085
9541, 21067
9543, 19528
9545, 18567
9547, 22951
9549, 19558
9551, 20529
9553, 20012
9555, 21302
9557, 20597
9559, 22592
9561, 19023
9563, 18508
9565, 19524
9567, 17657
9569, 18519
9571, 19014
9573, 20542
9575, 20048
9577, 19574
9579, 20049
9581, 19012
9583, 18014
9585, 18942
9587, 19533
9589, 18070
9591, 22106
9593, 18653
9595, 18021
9597, 22014
9599, 20059
9601, 19524
9603, 19020
9605, 19527
9607, 19027
9609, 18921
9611, 20113
9613, 18518
9615, 19017
9617, 19017
9619, 19099
9621, 18107
9623, 21565
9625, 20200
9627, 19002
9629, 17755
9631, 20186
9633, 20050
9635, 19519
9637, 19013
9639, 18014
9641, 19519
9643, 20518
9645, 19013
9647, 18014
9649, 22520
9651, 18538
9653, 18948
9655, 18074
9657, 19553
9659, 19476
9661, 19012
9663, 19011
9665, 18022
9667, 18146
9669, 19139
9671, 18264
9673, 18419
9675, 21579
9677, 19044
9679, 18521
9681, 19022
9683, 18524
9685, 19154
9687, 18443
9689, 19025
9691, 20519
9693, 18516
9695, 22518
9697, 20025
9699, 18225
9701, 19003
9703, 19449
9705, 19170
9707, 18059
9709, 19265
9711, 20242
9713, 18833
9715, 22132
9717, 20026
9719, 18059
9721, 19001
9723, 20521
9725, 19041
9727, 19014
9729, 20559
9731, 19054
9733, 18050
9735, 22509
9737, 19120
9739, 19016
9741, 18069
9743, 19047
9745, 21029
9747, 18522
9749, 19518
9751, 19025
9753, 19213
9755, 21520
9757, 20130
9759, 18059
9761, 19058
9763, 19045
9765, 19531
9767, 18014
9769, 20015
9771, 19026
9773, 18571
9775, 21247
9777, 19552
9779, 18750
9781, 18192
9783, 20190
9785, 18525
9787, 19023
9789, 20094
9791, 19015
9793, 18019
9795, 23532
9797, 19521
9799, 20069
9801, 19026
9803, 19019
9805, 19523
9807, 19019
9809, 19546
9811, 20527
9813, 18013
9815, 22013
9817, 20593
9819, 19065
9821, 18586
9823, 19540
9825, 20017
9827, 18522
9829, 19601
9831, 18528
9833, 20060
9835, 20070
9837, 20718
9839, 19593
9841, 19013
9843, 19515
9845, 20020
9847, 19518
9849, 23088
9851, 20025
9853, 20548
9855, 20056
9857, 19578
9859, 19519
9861, 19013
9863, 22013
9865, 19130
9867, 19450
9869, 19016
9871, 20011
9873, 20035
9875, 20054
9877, 20035
9879, 19522
9881, 19013
9883, 23546
9885, 20031
9887, 19568
9889, 19371
9891, 20020
9893, 20894
9895, 20652
9897, 23650
9899, 20053
9901, 19518
9903, 20018
9905, 20026
9907, 20786
9909, 20061
9911, 20019
9913, 20546
9915, 20027
9917, 19505
9919, 20125
9921, 18898
9923, 19065
9925, 22602
9927, 19149
9929, 19060
9931, 18578
9933, 19788
9935, 20024
9937, 19024
9939, 22016
9941, 20011
9943, 19635
9945, 18896
9947, 21060
9949, 20536
9951, 19510
9953, 20020
9955, 19521
9957, 19548
9959, 18516
9961, 19516
9963, 20047
9965, 19060
9967, 22015
9969, 19024
9971, 20724
9973, 18520
9975, 21012
9977, 19914
9979, 19916
9981, 21758
9983, 19701
9985, 20040
9987, 18524
9989, 21069
9991, 19760
9993, 19001
9995, 20518
9997, 20012
9999, 19012
10001, 19572
10003, 20064
10005, 20046
10007, 19679
10009, 19059
10011, 20049
10013, 20528
10015, 19012
10017, 20540
10019, 20110
10021, 19050
10023, 22560
10025, 20065
10027, 23024
10029, 20015
10031, 25032
10033, 21065
10035, 20557
10037, 22013
10039, 20543
10041, 20052
10043, 19013
10045, 19519
10047, 20115
10049, 20025
10051, 19553
10053, 21037
10055, 20564
10057, 21117
10059, 20010
10061, 19538
10063, 19339
10065, 22577
10067, 20052
10069, 20054
10071, 19524
10073, 22025
10075, 21021
10077, 22590
10079, 24525
10081, 21543
10083, 20060
10085, 19509
10087, 20518
10089, 20026
10091, 19212
10093, 19284
10095, 21374
10097, 21632
10099, 20062
10101, 23527
10103, 21014
10105, 22037
10107, 20106
10109, 22574
10111, 23552
10113, 21554
10115, 23091
10117, 22570
10119, 22032
10121, 22209
10123, 22614
10125, 23021
10127, 22524
10129, 21015
10131, 23872
10133, 22393
10135, 21548
10137, 27061
10139, 22543
10141, 25524
10143, 21857
10145, 23638
10147, 23544
10149, 22050
10151, 23029
10153, 23015
10155, 22529
10157, 20012
10159, 20512
10161, 20521
10163, 20512
10165, 20016
10167, 21021
10169, 20528
10171, 19010
10173, 23515
10175, 21106
10177, 21022
10179, 20015
10181, 20009
10183, 20517
10185, 19557
10187, 19597
10189, 20551
10191, 20515
10193, 21518
10195, 23382
10197, 22247
10199, 22028
10201, 20009
10203, 22515
10205, 20013
10207, 23522
10209, 20029
10211, 20544
10213, 21035
10215, 18790
10217, 24591
10219, 20521
10221, 21016
10223, 19013
10225, 21026
10227, 21024
10229, 20062
10231, 21030
10233, 21543
10235, 24516
10237, 23520
10239, 26294
10241, 21533
10243, 21023
10245, 19539
10247, 21022
10249, 20533
10251, 20070
10253, 20165
10255, 20587
10257, 20049
10259, 20014
10261, 23110
10263, 19628
10265, 20517
10267, 19013
10269, 20012
10271, 20028
10273, 20269
10275, 19145
10277, 21571
10279, 21047
10281, 21530
10283, 19511
10285, 21517
10287, 20519
10289, 20566
10291, 23523
10293, 20540
10295, 20336
10297, 19013
10299, 21563
10301, 20889
10303, 20545
10305, 20572
10307, 21518
10309, 21023
10311, 21022
10313, 20041
10315, 21546
10317, 20018
10319, 20017
10321, 23536
10323, 20024
10325, 21576
10327, 19047
10329, 21665
10331, 19546
10333, 20543
10335, 21028
10337, 20516
10339, 21953
10341, 20047
10343, 20143
10345, 20778
10347, 19578
10349, 22026
10351, 18655
10353, 20321
10355, 20320
10357, 20750
10359, 20525
10361, 24518
10363, 21013
10365, 21161
10367, 20203
10369, 20886
10371, 19185
10373, 19836
10375, 20041
10377, 20059
10379, 21089
10381, 20086
10383, 20514
10385, 22073
10387, 20668
10389, 20529
10391, 21005
10393, 21290
10395, 20013
10397, 20029
10399, 21495
10401, 24519
10403, 22531
10405, 23025
10407, 20676
10409, 21050
10411, 20573
10413, 20059
10415, 20013
10417, 21125
10419, 22017
10421, 22521
10423, 21513
10425, 23528
10427, 24520
10429, 24527
10431, 22529
10433, 22573
10435, 24540
10437, 24052
10439, 23524
10441, 24535
10443, 23583
10445, 24524
10447, 22519
10449, 24521
10451, 24026
10453, 23522
10455, 23019
10457, 25531
10459, 23936
10461, 23073
10463, 22034
10465, 27537
10467, 23524
10469, 23543
10471, 24527
10473, 24028
10475, 21520
10477, 25612
10479, 22536
10481, 22548
10483, 24526
10485, 24527
10487, 22133
10489, 25562
10491, 22518
10493, 24526
10495, 21036
10497, 23545
10499, 22051
10501, 23551
10503, 22524
10505, 23533
10507, 22055
10509, 22602
10511, 22131
10513, 25551
10515, 24041
10517, 22620
10519, 22041
10521, 23143
10523, 23520
10525, 23532
10527, 23030
10529, 27065
10531, 23554
10533, 24133
10535, 22529
10537, 24543
10539, 23014
10541, 25530
10543, 23037
10545, 24524
10547, 24047
10549, 24527
10551, 23017
10553, 27048
10555, 23018
10557, 23532
10559, 21532
10561, 23056
10563, 23549
10565, 22636
10567, 23029
10569, 25032
10571, 23519
10573, 23523
10575, 23010
10577, 26081
10579, 22524
10581, 23562
10583, 21560
10585, 24047
10587, 22713
10589, 23561
10591, 22017
10593, 27098
10595, 23032
10597, 23525
10599, 21520
10601, 23013
10603, 24511
10605, 21526
10607, 22023
10609, 23581
10611, 23569
10613, 23026
10615, 25170
10617, 25520
10619, 23019
10621, 23026
10623, 21518
10625, 24019
10627, 23521
10629, 23029
10631, 23519
10633, 22016
10635, 21518
10637, 21013
10639, 20021
10641, 23132
10643, 21052
10645, 21021
10647, 21030
10649, 24027
10651, 23027
10653, 22047
10655, 20621
10657, 23026
10659, 20012
10661, 20712
10663, 21010
10665, 23406
10667, 21035
10669, 22223
10671, 20548
10673, 22032
10675, 22544
10677, 22523
10679, 22037
10681, 24521
10683, 22021
10685, 23029
10687, 21700
10689, 22643
10691, 22230
10693, 22541
10695, 21238
10697, 22815
10699, 22116
10701, 22524
10703, 22523
10705, 25578
10707, 23048
10709, 23050
10711, 22058
10713, 23017
10715, 22522
10717, 22518
10719, 21527
10721, 24523
10723, 23522
10725, 22439
10727, 21518
10729, 25138
10731, 22545
10733, 24538
10735, 23057
10737, 23728
10739, 23586
10741, 24887
10743, 22046
10745, 27538
10747, 24016
10749, 23521
10751, 24359
10753, 22117
10755, 24549
10757, 24018
10759, 25047
10761, 23011
10763, 24527
10765, 24576
10767, 24526
10769, 23524
10771, 23927
10773, 21575
10775, 21013
10777, 20519
10779, 21520
10781, 23520
10783, 21025
10785, 20149
10787, 22575
10789, 21172
10791, 22053
10793, 23021
10795, 22518
10797, 22022
10799, 21029
10801, 21515
10803, 21052
10805, 21578
10807, 21143
10809, 21543
10811, 21523
10813, 24124
10815, 21266
10817, 23531
10819, 20610
10821, 21010
10823, 22056
10825, 21017
10827, 20288
10829, 21050
10831, 22051
10833, 21017
10835, 23023
10837, 20516
10839, 21518
10841, 22013
10843, 22030
10845, 20013
10847, 24029
10849, 21097
10851, 22169
10853, 20404
10855, 23513
10857, 21017
10859, 22530
10861, 20589
10863, 21010
10865, 21019
10867, 23627
10869, 21043
10871, 21645
10873, 22632
10875, 21299
10877, 23029
10879, 20721
10881, 22004
10883, 21531
10885, 21529
10887, 21011
10889, 21026
10891, 22013
10893, 21342
10895, 20329
10897, 21584
10899, 23011
10901, 21027
10903, 21695
10905, 20013
10907, 21516
10909, 22524
10911, 21031
10913, 21186
10915, 20813
10917, 22057
10919, 22579
10921, 21013
10923, 20521
10925, 23516
10927, 21529
10929, 22260
10931, 19994
10933, 21591
10935, 21557
10937, 21520
10939, 22096
10941, 21126
10943, 22206
10945, 21238
10947, 20060
10949, 21566
10951, 24584
10953, 22032
10955, 22041
10957, 21647
10959, 20019
10961, 24557
10963, 23514
10965, 23026
10967, 23546
10969, 25521
10971, 23028
10973, 24041
10975, 23163
10977, 22523
10979, 24549
10981, 22187
10983, 23552
10985, 21586
10987, 26551
10989, 22524
10991, 24120
10993, 23536
10995, 22600
10997, 24544
10999, 22020
11001, 22521
11003, 22015
11005, 27121
11007, 22048
11009, 22863
11011, 22017
11013, 22522
11015, 24665
11017, 23525
11019, 22014
11021, 22676
11023, 22600
11025, 22832
11027, 22560
11029, 22555
11031, 23016
11033, 23523
11035, 22536
11037, 25576
11039, 24529
11041, 29597
11043, 25030
11045, 25026
